#Gene	Cell_type_lessEql_01
PSRC1	Cycling_chromaffin_cells
ANP32B	Cycling_chromaffin_cells
LSM5	Cycling_chromaffin_cells
AURKA	Cycling_chromaffin_cells
ACOT7	Cycling_chromaffin_cells
ELAVL4	Cycling_chromaffin_cells
APOLD1	Cycling_chromaffin_cells
DBF4	Cycling_chromaffin_cells
ACYP1	Cycling_chromaffin_cells
PHF19	Cycling_chromaffin_cells
CDK5RAP2	Cycling_chromaffin_cells
CHEK1	Cycling_chromaffin_cells
FBXO5	Cycling_chromaffin_cells
CDCA7	Cycling_chromaffin_cells
NDE1	Cycling_chromaffin_cells
LIG1	Cycling_chromaffin_cells
RFC3	Cycling_chromaffin_cells
TLX3	Cycling_chromaffin_cells
SFPQ	Cycling_chromaffin_cells
HDGF	Cycling_chromaffin_cells
GAS2L3	Cycling_chromaffin_cells
PSMC3IP	Cycling_chromaffin_cells
BANF1	Cycling_chromaffin_cells
DPYSL2	Cycling_chromaffin_cells
NNAT	Cycling_chromaffin_cells
HN1	Cycling_chromaffin_cells
RNASEH2B	Cycling_chromaffin_cells
EBF1	Cycling_chromaffin_cells
TTK	Cycling_chromaffin_cells
TPGS2	Cycling_chromaffin_cells
VRK1	Cycling_chromaffin_cells
MCM10	Cycling_chromaffin_cells
NCAPH2	Cycling_chromaffin_cells
CMC2	Cycling_chromaffin_cells
UBALD2	Cycling_chromaffin_cells
NCAPD2	Cycling_chromaffin_cells
MMS22L	Cycling_chromaffin_cells
LSM3	Cycling_chromaffin_cells
EMC9	Cycling_chromaffin_cells
SMS	Cycling_chromaffin_cells
PSMC3	Cycling_chromaffin_cells
TRIP13	Cycling_chromaffin_cells
ZNF738	Cycling_chromaffin_cells
MZT2B	Cycling_chromaffin_cells
ANAPC15	Cycling_chromaffin_cells
CSRP2	Cycling_chromaffin_cells
CDCA4	Cycling_chromaffin_cells
CDC45	Cycling_chromaffin_cells
SAPCD2	Cycling_chromaffin_cells
CHAF1A	Cycling_chromaffin_cells
GLCCI1	Cycling_chromaffin_cells
WDR34	Cycling_chromaffin_cells
MCM6	Cycling_chromaffin_cells
SAC3D1	Cycling_chromaffin_cells
TFAP2B	Cycling_chromaffin_cells
ENAH	Cycling_chromaffin_cells
PARPBP	Cycling_chromaffin_cells
TRIM59	Cycling_chromaffin_cells
RFC4	Cycling_chromaffin_cells
TMEM237	Cycling_chromaffin_cells
SLC4A8	Cycling_chromaffin_cells
COX8A	Cycling_chromaffin_cells
CIT	Cycling_chromaffin_cells
MCM2	Cycling_chromaffin_cells
SESTD1	Cycling_chromaffin_cells
RHNO1	Cycling_chromaffin_cells
MAZ	Cycling_chromaffin_cells
NFIB	Cycling_chromaffin_cells
ZNF704	Cycling_chromaffin_cells
ITGB3BP	Cycling_chromaffin_cells
USP1	Cycling_chromaffin_cells
FUS	Cycling_chromaffin_cells
GGH	Cycling_chromaffin_cells
INSM2	Cycling_chromaffin_cells
UCP2	Cycling_chromaffin_cells
MAGI1	Cycling_chromaffin_cells
AGAP1	Cycling_chromaffin_cells
CREB5	Cycling_chromaffin_cells
PROX1	Cycling_chromaffin_cells
FANCI	Cycling_chromaffin_cells
PCM1	Cycling_chromaffin_cells
GPSM2	Cycling_chromaffin_cells
EVL	Cycling_chromaffin_cells
EZR	Cycling_chromaffin_cells
DNAJC9	Cycling_chromaffin_cells
MAP1B	Cycling_chromaffin_cells
CRNDE	Cycling_chromaffin_cells
KHDRBS1	Cycling_chromaffin_cells
HNRNPR	Cycling_chromaffin_cells
PTCHD1	Cycling_chromaffin_cells
ANK2	Cycling_chromaffin_cells
SSBP2	Cycling_chromaffin_cells
CDK19	Cycling_chromaffin_cells
NCAM1	Cycling_chromaffin_cells
CDKN1B	Cycling_chromaffin_cells
RBBP8	Cycling_chromaffin_cells
CCP110	Cycling_chromaffin_cells
DAZAP1	Cycling_chromaffin_cells
TUBB6	Cycling_chromaffin_cells
PLXNA4	Cycling_chromaffin_cells
SLC38A1	Cycling_chromaffin_cells
ISL1	Cycling_chromaffin_cells
SYNPO2	Cycling_chromaffin_cells
DCAF7	Cycling_chromaffin_cells
MCM5	Cycling_chromaffin_cells
MIS18A	Cycling_chromaffin_cells
MTUS1	Cycling_chromaffin_cells
SET	Cycling_chromaffin_cells
G2E3	Cycling_chromaffin_cells
KIF5B	Cycling_chromaffin_cells
