#hugo	sublist
DLK2	negative_c
MST1	negative_c
SATB1	negative_c
LOC338799	negative_c
RSBN1	negative_c
ZNF596	negative_c
COL27A1	negative_c
IGF1R	negative_c
C11ORF80	negative_c
SLC48A1	negative_c
LOC100506516	negative_c
TJP2	negative_c
ST8SIA4	negative_c
CYP4V2	negative_c
CCL25	negative_c
PKN2	negative_c
MAMLD1	negative_c
LINC00607	negative_c
GDPD3	negative_c
DPP6	negative_c
MLL3	negative_c
ECM2	negative_c
SIGLEC8	negative_c
UACA	negative_c
SPRY1	negative_c
COL12A1	negative_c
TUBB3	negative_c
NCDN	negative_c
TIAL1	negative_c
TAS2R5	negative_c
LOC400927	negative_c
SELO	negative_c
FAT4	negative_c
ZNF211	negative_c
COX20	negative_c
ASPHD2	negative_c
PTPRN2	negative_c
TMEM98	negative_c
ZNF503-AS1	negative_c
ATG9A	negative_c
HINFP	negative_c
SHANK3	negative_c
ASPN	negative_c
ABLIM1	negative_c
LOC100507580	negative_c
OXR1	negative_c
LRSAM1	negative_c
ACO2	negative_c
TMEM173	negative_c
STAT2	negative_c
DHRS12	negative_c
TMEM184B	negative_c
LOC100287651	negative_c
CRELD1	negative_c
CPEB4	negative_c
MIR499B	negative_c
GLOD4	negative_c
VSNL1	negative_c
NRD1	negative_c
KCNQ5	negative_c
MIR2682	negative_c
LEFTY1	negative_c
GADD45G	negative_c
RAB4B-EGLN2	negative_c
ZBTB42	negative_c
ZFP36L1	negative_c
AGAP2	negative_c
FAM19A1	negative_c
NDST2	negative_c
HERPUD2	negative_c
RALGPS1	negative_c
PCDHB11	negative_c
BMP1	negative_c
RARRES2	negative_c
DAAM2	negative_c
OBSL1	negative_c
NBR1	negative_c
IRAK4	negative_c
LOC728743	negative_c
MIR4683	negative_c
CAPRIN2	negative_c
OIT3	negative_c
FOXO1	negative_c
CD93	negative_c
C11ORF95	negative_c
TMBIM4	negative_c
SLC25A34	negative_c
SMPD3	negative_c
PLA2G4D	negative_c
NDST1	negative_c
MTFR1L	negative_c
RNF10	negative_c
COL5A2	negative_c
LOC100128239	negative_c
CEL	negative_c
MAP6	negative_c
CGN	negative_c
ICK	negative_c
CYP2D7P1	negative_c
HOXC4	negative_c
CNTN5	negative_c
TRPC1	negative_c
SVILP1	negative_c
DERL2	negative_c
YTHDC2	negative_c
AMT	negative_c
KBTBD10	negative_c
MYO1E	negative_c
GGTLC2	negative_c
COPG2IT1	negative_c
LRRC28	negative_c
ILKAP	negative_c
TREX1	negative_c
BCRP2	negative_c
THRAP3	negative_c
PLEKHM2	negative_c
GRAMD3	negative_c
C6ORF25	negative_c
KCNMB2	negative_c
NEK6	negative_c
TMPRSS5	negative_c
ROBO4	negative_c
RAB27B	negative_c
ZNF382	negative_c
LRRC37BP1	negative_c
DAB1	negative_c
EXOC3L2	negative_c
RHOB	negative_c
LOC100507103	negative_c
AHDC1	negative_c
CARD8	negative_c
ITGB2	negative_c
PLEKHA1	negative_c
SEPT6	negative_c
LRFN1	negative_c
NHLRC3	negative_c
CPXM1	negative_c
MARVELD3	negative_c
FBXL2	negative_c
POU3F2	negative_c
MIR630	negative_c
CCDC62	negative_c
LOC100131655	negative_c
PRKAA2	negative_c
MYH9	negative_c
LRRC4	negative_c
LINC00486	negative_c
RASL10A	negative_c
FOXK1	negative_c
NTM	negative_c
PCDHB5	negative_c
GRK7	negative_c
WDR6	negative_c
UNC80	negative_c
CYP21A2	negative_c
CSF1	negative_c
LOC100506585	negative_c
MTMR6	negative_c
LINC00260	negative_c
HNMT	negative_c
CNKSR2	negative_c
PTPN14	negative_c
CAPG	negative_c
BRAT1	negative_c
CSMD2	negative_c
HAPLN2	negative_c
WDR7	negative_c
PHF2	negative_c
TOX3	negative_c
GNG12	negative_c
JDP2	negative_c
SYNM	negative_c
PKD1	negative_c
MIR4786	negative_c
C3ORF62	negative_c
LPAR4	negative_c
ZNF469	negative_c
SLC12A1	negative_c
CYBB	negative_c
LOC100144603	negative_c
TM4SF18	negative_c
GTPBP2	negative_c
IL23R	negative_c
RFTN2	negative_c
EPHA2	negative_c
NEDD9	negative_c
FLJ45340	negative_c
LOC388242	negative_c
KIAA1033	negative_c
PHIP	negative_c
F2RL1	negative_c
DSP	negative_c
ELL2	negative_c
METTL20	negative_c
MFSD6L	negative_c
DAB2IP	negative_c
CYB561D1	negative_c
BCL6B	negative_c
LOC100289230	negative_c
H2AFJ	negative_c
MST1P2	negative_c
MIR3650	negative_c
LRRC17	negative_c
DIDO1	negative_c
CDK19	negative_c
DCTN1	negative_c
ABCC10	negative_c
TSR1	negative_c
SLC23A1	negative_c
BCAT2	negative_c
NHSL1	negative_c
MIR1914	negative_c
PTPLA	negative_c
CAMK2A	negative_c
TRPC6	negative_c
CREBBP	negative_c
MIR4682	negative_c
EMCN	negative_c
ADAMTS15	negative_c
KLRC4-KLRK1	negative_c
GGTLC1	negative_c
BCL2L15	negative_c
TSG1	negative_c
WFIKKN1	negative_c
SIPA1L2	negative_c
SREBF2	negative_c
FLJ10038	negative_c
TSPAN4	negative_c
MROH8	negative_c
CPNE5	negative_c
HPX	negative_c
ATP6V1A	negative_c
HIP1R	negative_c
NRG4	negative_c
CDC42EP4	negative_c
FAM212A	negative_c
SEMA5B	negative_c
KLHL6	negative_c
CNKSR3	negative_c
MAPRE3	negative_c
EVA1A	negative_c
LOC100132705	negative_c
CRK	negative_c
CYGB	negative_c
RABGAP1L	negative_c
TMEM57	negative_c
LPP-AS2	negative_c
GNPTAB	negative_c
LOC613038	negative_c
FXR2	negative_c
FBXL17	negative_c
GGT5	negative_c
SNORA2A	negative_c
MAML3	negative_c
DNAJC11	negative_c
MYO1C	negative_c
JMJD1C	negative_c
RIMS1	negative_c
ZNF429	negative_c
PML	negative_c
ABCA11P	negative_c
ZNRF3	negative_c
FAM117B	negative_c
DENND2A	negative_c
EFNA5	negative_c
GJB3	negative_c
SIK3	negative_c
SNORD56	negative_c
RNF144B	negative_c
GCGR	negative_c
FMO6P	negative_c
TMEFF1	negative_c
OSBPL3	negative_c
ZBTB7C	negative_c
TMEM200C	negative_c
CA13	negative_c
ROBO2	negative_c
DUSP5P1	negative_c
ZYG11B	negative_c
TULP4	negative_c
MIR647	negative_c
HRC	negative_c
MSC	negative_c
IKBKE	negative_c
POU4F2	negative_c
STX7	negative_c
ABCA9	negative_c
PEF1	negative_c
CASQ1	negative_c
NDRG4	negative_c
C1ORF110	negative_c
YJEFN3	negative_c
SMAP2	negative_c
KANSL1L	negative_c
PITRM1	negative_c
KCNC3	negative_c
CLEC4E	negative_c
TMEM170B	negative_c
MTMR11	negative_c
ZBTB46	negative_c
L1CAM	negative_c
BCL9L	negative_c
EBF4	negative_c
SNORD103B	negative_c
SNORD103A	negative_c
SRRD	negative_c
IL17D	negative_c
LOC221122	negative_c
MECOM	negative_c
CD276	negative_c
TMTC2	negative_c
MLL2	negative_c
MMP19	negative_c
LOC113230	negative_c
FILIP1L	negative_c
KLRK1	negative_c
MYH7B	negative_c
FRRS1	negative_c
KCNC4	negative_c
MS4A6A	negative_c
FGF13	negative_c
INA	negative_c
TM4SF20	negative_c
LOC728503	negative_c
KIAA1377	negative_c
MIR4668	negative_c
TXNIP	negative_c
SEMA3E	negative_c
LILRB4	negative_c
PTPN23	negative_c
WWC3	negative_c
TCAP	negative_c
AP1S3	negative_c
SGK1	negative_c
DBIL5P	negative_c
ANKRD36	negative_c
RGPD3	negative_c
UCP3	negative_c
CACNA1G	negative_c
SEC31B	negative_c
SEMA6A	negative_c
LOC338817	negative_c
ETS2	negative_c
NDUFA4L2	negative_c
ABCB4	negative_c
HDHD1	negative_c
CXCL12	negative_c
SCAND2	negative_c
CKMT1B	negative_c
STXBP1	negative_c
ATP6V1G2-DDX39B	negative_c
H1F0	negative_c
LOC100129083	negative_c
TMEM92	negative_c
MEF2C	negative_c
NCKAP1L	negative_c
RAB40B	negative_c
ATG4B	negative_c
NR2F2	negative_c
SNORD113-3	negative_c
ZNF187	negative_c
SYK	negative_c
P2RY14	negative_c
PTPRA	negative_c
DKK2	negative_c
ITGAX	negative_c
DFFB	negative_c
SH3BP2	negative_c
ALOX15B	negative_c
MIR3117	negative_c
GPR21	negative_c
LAMA2	negative_c
PAPLN	negative_c
SULT2A1	negative_c
ECE1	negative_c
ADORA2A	negative_c
BCOR	negative_c
ALKBH5	negative_c
DEPDC7	negative_c
SMCR5	negative_c
RORB	negative_c
ZNF137P	negative_c
FOXO6	negative_c
PDCD6IP	negative_c
NCOA1	negative_c
CUL9	negative_c
PRICKLE4	negative_c
CITED4	negative_c
CBFA2T2	negative_c
LOC646278	negative_c
ZNF814	negative_c
SLC26A11	negative_c
ZDBF2	negative_c
CTSW	negative_c
TNFRSF4	negative_c
TOP3A	negative_c
EPB42	negative_c
COL5A3	negative_c
USHBP1	negative_c
TNS3	negative_c
LOC100506679	negative_c
ATXN7	negative_c
N4BP2L2-IT2	negative_c
TMEM133	negative_c
CBLB	negative_c
SIN3B	negative_c
ZC3H13	negative_c
TMEM246	negative_c
PCDH11Y	negative_c
SLC15A3	negative_c
RIMKLB	negative_c
RAB20	negative_c
TNK1	negative_c
IRF8	negative_c
SORBS1	negative_c
LOC729587	negative_c
PDGFD	negative_c
RWDD2A	negative_c
C11ORF86	negative_c
CREB3L1	negative_c
SNTG2	negative_c
PCDH20	negative_c
C5ORF44	negative_c
RC3H1	negative_c
WASH2P	negative_c
TRIT1	negative_c
LOC100132900	negative_c
LMAN1L	negative_c
ATP1A2	negative_c
NGLY1	negative_c
LINC00675	negative_c
RDH5	negative_c
RETSAT	negative_c
IRAK3	negative_c
C2ORF71	negative_c
ZRANB2	negative_c
DNASE1L3	negative_c
OSBPL5	negative_c
CYP20A1	negative_c
PON2	negative_c
LUC7L	negative_c
HERC2	negative_c
SRSF8	negative_c
RASD2	negative_c
ZNF514	negative_c
ATF2	negative_c
PABPC4L	negative_c
NPPA-AS1	negative_c
INS-IGF2	negative_c
RAET1G	negative_c
MAGI2-AS3	negative_c
HGF	negative_c
ASCC3	negative_c
RNF128	negative_c
ST6GALNAC5	negative_c
THSD4	negative_c
POTEE	negative_c
POMGNT1	negative_c
VPS37D	negative_c
KCNIP2	negative_c
TIMP2	negative_c
FAM211B	negative_c
ZNF767	negative_c
MARCH3	negative_c
NFKB2	negative_c
CCDC134	negative_c
PRSS45	negative_c
LRGUK	negative_c
LRP1B	negative_c
C22ORF24	negative_c
GPR153	negative_c
CD84	negative_c
JAK2	negative_c
GPR180	negative_c
ITPKB	negative_c
LOC100133445	negative_c
LOC100652741	negative_c
LOC100216546	negative_c
NAV3	negative_c
SLC27A3	negative_c
KIF13B	negative_c
PDE8A	negative_c
HEPH	negative_c
MFN1	negative_c
PRG3	negative_c
LOC440993	negative_c
EMC1	negative_c
CARKD	negative_c
OXCT1	negative_c
LOC100506459	negative_c
C1QTNF7	negative_c
FAM69C	negative_c
GLYATL2	negative_c
FKBP1B	negative_c
GTF2IP1	negative_c
WWC2-AS2	negative_c
TCAIM	negative_c
KLHL7	negative_c
TGFBR3	negative_c
MAD1L1	negative_c
BRPF3	negative_c
FZD4	negative_c
KCNJ10	negative_c
SOX17	negative_c
GP1BA	negative_c
MIR1273C	negative_c
SMARCB1	negative_c
HLA-DQB2	negative_c
SOWAHA	negative_c
SERPINF2	negative_c
SYDE1	negative_c
LMF2	negative_c
SEPT8	negative_c
PDGFC	negative_c
NOC2L	negative_c
POTEI	negative_c
TNKS	negative_c
ANKRD53	negative_c
IGF1	negative_c
IREB2	negative_c
LOC100506371	negative_c
LOC100507530	negative_c
SERPINH1	negative_c
PEG10	negative_c
OCLN	negative_c
NOVA2	negative_c
NOS1AP	negative_c
TFB1M	negative_c
SNORD116-20	negative_c
EPHX2	negative_c
CD9	negative_c
TMEM55A	negative_c
ATP7B	negative_c
RGS5	negative_c
SNPH	negative_c
ADAM11	negative_c
CELP	negative_c
LOC100506343	negative_c
SESN1	negative_c
MTUS1	negative_c
YAF2	negative_c
DMAP1	negative_c
PDE4B	negative_c
DUSP8	negative_c
LMF1	negative_c
PREX1	negative_c
UNC13D	negative_c
GNAS	negative_c
BCS1L	negative_c
ETFB	negative_c
CALM3	negative_c
LOC100093631	negative_c
KCNQ4	negative_c
TNC	negative_c
TF	negative_c
RNF19A	negative_c
TXLNA	negative_c
ARHGEF12	negative_c
MEIS2	negative_c
SV2B	negative_c
PEMT	negative_c
SLC7A9	negative_c
LOC100132781	negative_c
SNRPN	negative_c
SNURF	negative_c
SLC31A2	negative_c
WDSUB1	negative_c
CMIP	negative_c
ZGLP1	negative_c
FBLN5	negative_c
CAPN5	negative_c
MCTP1	negative_c
PLEKHH2	negative_c
RGN	negative_c
CES1P2	negative_c
ATPIF1	negative_c
CD86	negative_c
FOXRED1	negative_c
AK3	negative_c
DDAH1	negative_c
SLC28A3	negative_c
HSD3B2	negative_c
CTNNBIP1	negative_c
TTL	negative_c
LOC100505797	negative_c
SETD2	negative_c
IGF2	negative_c
TBXA2R	negative_c
ARHGEF15	negative_c
LOXL2	negative_c
UNC45A	negative_c
PGC	negative_c
OSTF1	negative_c
FP588	negative_c
NPHP4	negative_c
PAK3	negative_c
SUPT20H	negative_c
ZFHX4	negative_c
ZNF69	negative_c
FLJ39739	negative_c
UNC13B	negative_c
SRSF6	negative_c
DNM1L	negative_c
SP1	negative_c
GNA12	negative_c
AMOTL1	negative_c
JUN	negative_c
PPT2	negative_c
SLC2A12	negative_c
LOC100507165	negative_c
CEP104	negative_c
USP45	negative_c
EPHA10	negative_c
ORC4	negative_c
DEPDC5	negative_c
RHOQ	negative_c
CUEDC1	negative_c
GNB1	negative_c
CEP68	negative_c
PRKAR2A	negative_c
GREB1	negative_c
GLTSCR1L	negative_c
TNFAIP8L2	negative_c
KANSL1	negative_c
LOC100507091	negative_c
C1QTNF5	negative_c
MFRP	negative_c
CLHC1	negative_c
LPL	negative_c
SLC15A5	negative_c
MITF	negative_c
FAM198B	negative_c
VEGFA	negative_c
TTBK1	negative_c
NCOA4	negative_c
ITGB6	negative_c
DYNC1H1	negative_c
SREBF1	negative_c
TGM1	negative_c
ABP1	negative_c
LAT2	negative_c
OLFML2A	negative_c
LOC400456	negative_c
C5ORF27	negative_c
LOC100873065	negative_c
IRS1	negative_c
SPI1	negative_c
HLF	negative_c
VILL	negative_c
LOC100499489	negative_c
KIAA1211	negative_c
TBC1D10A	negative_c
HERC2P9	negative_c
KIFC2	negative_c
GRPEL2	negative_c
DNAJC6	negative_c
LOC100506011	negative_c
ATG16L2	negative_c
PC	negative_c
IRAK2	negative_c
P2RY13	negative_c
FILIP1	negative_c
TRIM66	negative_c
CYP17A1	negative_c
COL18A1	negative_c
SIGLEC9	negative_c
GIT1	negative_c
FEZF2	negative_c
RAB27A	negative_c
MDC1	negative_c
HMGCL	negative_c
PLS3	negative_c
ITGAM	negative_c
C9ORF47	negative_c
RCOR3	negative_c
MAP3K14	negative_c
ZCCHC18	negative_c
MCM9	negative_c
PCMTD1	negative_c
TMEM204	negative_c
CERS5	negative_c
LOC100507654	negative_c
SH2B3	negative_c
ABI3	negative_c
LOC100506029	negative_c
HDAC11	negative_c
DBX2	negative_c
BCAR3	negative_c
WBP1L	negative_c
SCAF11	negative_c
PAQR8	negative_c
PGP	negative_c
LOC728802	negative_c
CD14	negative_c
AASDHPPT	negative_c
TMSB4Y	negative_c
MUSTN1	negative_c
SNX9	negative_c
HOOK1	negative_c
NPHP3-ACAD11	negative_c
GRAMD1B	negative_c
MIR3606	negative_c
PLXNB1	negative_c
ZFP36L2	negative_c
RNASEL	negative_c
FBLN1	negative_c
DOCK2	negative_c
PSD3	negative_c
SLC34A2	negative_c
CRIP2	negative_c
SCAMP5	negative_c
MOV10	negative_c
LAMB2	negative_c
SOX10	negative_c
NUP88	negative_c
CACNA1D	negative_c
ADAMTS8	negative_c
TMEM151B	negative_c
TTC37	negative_c
GUCY1A2	negative_c
PMS1	negative_c
POMT1	negative_c
TMEM106A	negative_c
BRD2	negative_c
ST3GAL2	negative_c
C21ORF2	negative_c
ZBTB17	negative_c
GALNT9	negative_c
KIAA1211L	negative_c
STK40	negative_c
PAN3	negative_c
SSPN	negative_c
TM2D1	negative_c
ME1	negative_c
BICC1	negative_c
P2RX5-TAX1BP3	negative_c
SLC9A9	negative_c
TANC1	negative_c
LST1	negative_c
ST3GAL6	negative_c
C11ORF75	negative_c
IKZF5	negative_c
HMGN3	negative_c
PM20D2	negative_c
MYD88	negative_c
MYO1F	negative_c
OC90	negative_c
C1ORF162	negative_c
SNORD89	negative_c
OR2K2	negative_c
LOC157381	negative_c
CHST10	negative_c
SNX16	negative_c
LGALS8	negative_c
KDM1A	negative_c
ADARB1	negative_c
WDR48	negative_c
LOC100505669	negative_c
WDR81	negative_c
SMAD4	negative_c
COMTD1	negative_c
NLRP3	negative_c
ZNF34	negative_c
LOC100131373	negative_c
FNIP2	negative_c
ENPP1	negative_c
ARPP21	negative_c
LEAP2	negative_c
PDE1A	negative_c
TMEM63A	negative_c
LOC100506735	negative_c
PRR5	negative_c
ALS2CR12	negative_c
FPR3	negative_c
LOC401317	negative_c
KIAA1984-AS1	negative_c
C12ORF4	negative_c
LAMC2	negative_c
TLE3	negative_c
CORO6	negative_c
MYO1D	negative_c
PCSK1	negative_c
SHE	negative_c
SHISA5	negative_c
ZDHHC3	negative_c
USP3	negative_c
FRMD5	negative_c
STAB1	negative_c
PTPRK	negative_c
MIR492	negative_c
IGSF6	negative_c
IL1RAP	negative_c
MCC	negative_c
FAM172A	negative_c
VPS13D	negative_c
AZI2	negative_c
RBPMS	negative_c
PEG3	negative_c
CREB3L2	negative_c
MLXIP	negative_c
SH2D3C	negative_c
HCN3	negative_c
STMN1	negative_c
SNAI2	negative_c
PDZD7	negative_c
MIR378B	negative_c
KIAA1598	negative_c
LRRC25	negative_c
PPFIA3	negative_c
SNX20	negative_c
TP73-AS1	negative_c
GPN2	negative_c
TNPO2	negative_c
SNORD86	negative_c
CHN2	negative_c
HYAL1	negative_c
LOC100505710	negative_c
FAM229A	negative_c
NAT8	negative_c
KIF26B	negative_c
BIRC2	negative_c
SLITRK3	negative_c
MSH4	negative_c
SLC4A8	negative_c
LRRC39	negative_c
RLF	negative_c
MCEE	negative_c
MAFA	negative_c
CLCN6	negative_c
CD46	negative_c
CSTA	negative_c
HOXB6	negative_c
PEG3-AS1	negative_c
EYA1	negative_c
TTLL3	negative_c
DISC1	negative_c
ATCAY	negative_c
POM121L1P	negative_c
ITGA7	negative_c
DDX39B	negative_c
EIF1B	negative_c
CCDC115	negative_c
BCR	negative_c
ERBB2	negative_c
RTN4RL1	negative_c
DPYS	negative_c
TAGLN3	negative_c
KRAS	negative_c
EIF4E1B	negative_c
PRMT2	negative_c
LOC100507373	negative_c
MIR503	negative_c
PITHD1	negative_c
PRDM11	negative_c
ZNF711	negative_c
PTGFRN	negative_c
PQLC2	negative_c
SLC7A7	negative_c
SEPP1	negative_c
EPAS1	negative_c
C1ORF191	negative_c
ANKRD35	negative_c
BEND5	negative_c
SCG5	negative_c
ALDH2	negative_c
TOB2	negative_c
NCR2	negative_c
LOC100507018	negative_c
C8ORF44-SGK3	negative_c
LPPR2	negative_c
LOC339874	negative_c
DUSP22	negative_c
RPAIN	negative_c
LINC00514	negative_c
PODXL	negative_c
AIF1	negative_c
NT5DC2	negative_c
UNQ6494	negative_c
ZNF763	negative_c
AMMECR1L	negative_c
MAGI1	negative_c
S1PR5	negative_c
PRICKLE3	negative_c
PARVA	negative_c
ALOX12	negative_c
MEF2A	negative_c
ELF3	negative_c
ACSM5	negative_c
CEP170B	negative_c
STAR	negative_c
CASP8	negative_c
CXCL16	negative_c
IFNAR1	negative_c
GSTA1	negative_c
LOC100506136	negative_c
CDHR3	negative_c
RIN3	negative_c
PPM1F	negative_c
FXYD2	negative_c
CRCP	negative_c
TNRC6A	negative_c
XRN1	negative_c
TSPYL4	negative_c
SCYL3	negative_c
DEF6	negative_c
ABCG8	negative_c
ULBP1	negative_c
TSPYL1	negative_c
DIS3L2	negative_c
MILR1	negative_c
ARFGEF1	negative_c
TMEM110-MUSTN1	negative_c
LOC100505824	negative_c
PGAM2	negative_c
TRIM74	negative_c
LOC100506963	negative_c
MIR4712	negative_c
NECAP1	negative_c
TMEM119	negative_c
RASIP1	negative_c
TNN	negative_c
ITGAV	negative_c
GUSBP4	negative_c
SIRPA	negative_c
OTUD3	negative_c
MTOR	negative_c
TMED5	negative_c
PPIE	negative_c
ELAVL2	negative_c
PLEKHA8	negative_c
EFR3A	negative_c
LINC00539	negative_c
NEURL1B	negative_c
PRKAG2	negative_c
NOSTRIN	negative_c
LOC100132304	negative_c
LINC00265	negative_c
STAM2	negative_c
TSPAN9	negative_c
VCL	negative_c
HNRNPH1	negative_c
IRS2	negative_c
PTPRZ1	negative_c
GIT2	negative_c
LRRC37A3	negative_c
HMGA2	negative_c
ETS1	negative_c
GALE	negative_c
LOC100129726	negative_c
SFXN3	negative_c
HIST1H4J	negative_c
CYP11B1	negative_c
SNORD57	negative_c
LDLRAP1	negative_c
C9ORF131	negative_c
CARD6	negative_c
PDK2	negative_c
NT5C3L	negative_c
ZNF555	negative_c
ITGAE	negative_c
PCDH9	negative_c
AK4	negative_c
CNTNAP1	negative_c
SELPLG	negative_c
MGC15705	negative_c
TRIM73	negative_c
CRY2	negative_c
LOC100129550	negative_c
PCGF5	negative_c
RNF111	negative_c
DKFZP686I15217	negative_c
CA6	negative_c
TNFRSF10D	negative_c
PLEK	negative_c
RASA2	negative_c
C2CD4C	negative_c
SNORD114-10	negative_c
TEX261	negative_c
FAM115A	negative_c
LOC400553	negative_c
EPB41L1	negative_c
MAP1A	negative_c
MMP17	negative_c
LPAR6	negative_c
ALAD	negative_c
NEXN	negative_c
FOXD3	negative_c
MEIS1	negative_c
PRKCA	negative_c
NINL	negative_c
TSHB	negative_c
TUBB	negative_c
ENOX2	negative_c
TMEM51	negative_c
LOC728613	negative_c
BTBD19	negative_c
GTDC1	negative_c
HNRNPU-AS1	negative_c
MOG	negative_c
PTGDS	negative_c
TAS2R8	negative_c
CASD1	negative_c
ARHGAP42	negative_c
TMEM66	negative_c
LINC00085	negative_c
CBLN2	negative_c
DOCK1	negative_c
C1ORF86	negative_c
SNX15	negative_c
COL16A1	negative_c
ARHGAP35	negative_c
MC1R	negative_c
ITM2B	negative_c
B4GALT2	negative_c
TAS2R14	negative_c
ACACB	negative_c
LOC100286793	negative_c
CNTN1	negative_c
RFX1	negative_c
LOC100507577	negative_c
ZMYND15	negative_c
RBBP4	negative_c
ANKRD46	negative_c
CLEC14A	negative_c
ZNF662	negative_c
KLF6	negative_c
PUSL1	negative_c
TNR	negative_c
TAS2R50	negative_c
HDAC4	negative_c
FAM8A1	negative_c
PLD1	negative_c
LTBP2	negative_c
TCF21	negative_c
BCO2	negative_c
MIR181D	negative_c
NSRP1	negative_c
ZDHHC8P1	negative_c
GLMN	negative_c
ACSS3	negative_c
IRGQ	negative_c
QRICH1	negative_c
FERMT3	negative_c
SGK3	negative_c
ASXL3	negative_c
PRCP	negative_c
AXL	negative_c
FGD2	negative_c
DNM1P41	negative_c
CCDC28B	negative_c
LOC377711	negative_c
CISH	negative_c
CCDC8	negative_c
SMAP1	negative_c
NANOS3	negative_c
TBC1D28	negative_c
PIEZO1	negative_c
RNASE6	negative_c
EPHX3	negative_c
GMPR	negative_c
DISP2	negative_c
CHKB-CPT1B	negative_c
MAP2K7	negative_c
GBAS	negative_c
CNOT4	negative_c
TUBE1	negative_c
CCDC154	negative_c
LRRC47	negative_c
ERRFI1	negative_c
HYI	negative_c
MIR1292	negative_c
SPOCK3	negative_c
LOC100129104	negative_c
CALY	negative_c
ARSE	negative_c
IL6R	negative_c
C5ORF24	negative_c
GATSL1	negative_c
GLTSCR1	negative_c
MIR186	negative_c
TRPM2	negative_c
EVA1B	negative_c
DMD	negative_c
CECR1	negative_c
FMO3	negative_c
LOC284023	negative_c
MIR4655	negative_c
TMEM110	negative_c
FOLR2	negative_c
SIK2	negative_c
LRRTM2	negative_c
UBE2J2	negative_c
LOC729177	negative_c
YWHAG	negative_c
EPHB2	negative_c
LOC100652901	negative_c
GPR141	negative_c
GRIK5	negative_c
GPR124	negative_c
LOC100506047	negative_c
SOCS1	negative_c
MIR4723	negative_c
NCAM2	negative_c
CS	negative_c
TMEM45A	negative_c
SNORD116-18	negative_c
ZBED3-AS1	negative_c
PTP4A2	negative_c
ZNF554	negative_c
SMARCD1	negative_c
ZNF684	negative_c
GABPB2	negative_c
TRIM33	negative_c
MYOZ2	negative_c
CC2D2B	negative_c
TCF20	negative_c
ERVK13-1	negative_c
ESYT2	negative_c
DOK4	negative_c
LZTR1	negative_c
LOC100506070	negative_c
NUP210L	negative_c
NBPF16	negative_c
TNFRSF1B	negative_c
IL21R	negative_c
BSPRY	negative_c
SNORD59A	negative_c
TLR8	negative_c
HERC2P7	negative_c
TMEM11	negative_c
TLE4	negative_c
CAPN3	negative_c
CNP	negative_c
LOC151760	negative_c
MIER1	negative_c
KIAA1107	negative_c
SLC51A	negative_c
SFT2D1	negative_c
TBC1D23	negative_c
NR5A2	negative_c
CD97	negative_c
WDFY4	negative_c
WNT8A	negative_c
LAMA5	negative_c
C17ORF49	negative_c
REST	negative_c
DKK4	negative_c
C18ORF54	negative_c
SAMD9	negative_c
ZNF428	negative_c
HCLS1	negative_c
AADAT	negative_c
FSTL5	negative_c
PRRT3	negative_c
ARHGAP12	negative_c
MEGF6	negative_c
MIR3179-3	negative_c
MIR3179-2	negative_c
MIR3179-1	negative_c
CTDSPL	negative_c
MVD	negative_c
PECR	negative_c
LOC284276	negative_c
MIR450B	negative_c
MIR4257	negative_c
CCL19	negative_c
NUMBL	negative_c
PRTG	negative_c
SCRN1	negative_c
USP4	negative_c
HDAC2	negative_c
TRIM69	negative_c
LEF1-AS1	negative_c
LOC440337	negative_c
THSD1	negative_c
ADCY4	negative_c
TMEM163	negative_c
LYZ	negative_c
DPPA4	negative_c
ADCYAP1	negative_c
HAAO	negative_c
C20ORF196	negative_c
GATA6	negative_c
NPR3	negative_c
FGF17	negative_c
SNORD59B	negative_c
COQ4	negative_c
TNFRSF14	negative_c
FOXH1	negative_c
MGAT4B	negative_c
CCM2	negative_c
CRIP3	negative_c
LOC100287413	negative_c
CCDC152	negative_c
AGAP10	negative_c
KIF1C	negative_c
GOLGA8B	negative_c
DNAJB12	negative_c
DZIP1L	negative_c
FYB	negative_c
CYP2C8	negative_c
TRIOBP	negative_c
TARBP1	negative_c
AKR7A3	negative_c
PLEKHM1P	negative_c
PPP5D1	negative_c
NR2F2-AS1	negative_c
ELN	negative_c
ENO4	negative_c
MC2R	negative_c
ZC3H4	negative_c
VAMP3	negative_c
KLF13	negative_c
MYOF	negative_c
MIR3690	negative_c
MERTK	negative_c
SNORD116-14	negative_c
LOC100288798	negative_c
TCF7L1	negative_c
GEM	negative_c
CAPZB	negative_c
IL27RA	negative_c
C11ORF34	negative_c
IFT172	negative_c
ZNF746	negative_c
MIR5047	negative_c
CLEC10A	negative_c
STON1-GTF2A1L	negative_c
HN1	negative_c
RTF1	negative_c
CEP164	negative_c
RBM26-AS1	negative_c
CD1E	negative_c
TBXAS1	negative_c
GJB5	negative_c
LOC100287934	negative_c
C7	negative_c
LOC145783	negative_c
USP34	negative_c
TNKS2	negative_c
ASB4	negative_c
PALMD	negative_c
CENPT	negative_c
FAM166B	negative_c
ERC2-IT1	negative_c
SLC35E4	negative_c
LBH	negative_c
LEPRE1	negative_c
SNORA51	negative_c
ICAM5	negative_c
PHLPP1	negative_c
ZG16B	negative_c
RNF145	negative_c
AIM1	negative_c
STAG3	negative_c
SMA5	negative_c
CELA2B	negative_c
MIR4800	negative_c
