#hugo	sublist
WDR46	positive_c
NANS	positive_c
CPSF2	positive_c
FBXL13	positive_c
PABPC3	positive_c
PTPN2	positive_c
DSCAM	positive_c
NDUFB2	positive_c
MIR548AG2	positive_c
LRRC43	positive_c
PNPLA5	positive_c
BVES	positive_c
HPDL	positive_c
FAM66E	positive_c
LMX1B	positive_c
ARL6IP1	positive_c
DBI	positive_c
CABP1	positive_c
KIF4A	positive_c
PSEN2	positive_c
HIST2H2AB	positive_c
ZNF563	positive_c
ZNF334	positive_c
GID8	positive_c
LOC727721	positive_c
PAGE3	positive_c
MUC5AC	positive_c
TSPY1	positive_c
RPL17-C18ORF32	positive_c
MTUS2-AS1	positive_c
CHDC2	positive_c
LOC100506110	positive_c
NHEJ1	positive_c
NEIL3	positive_c
USP46	positive_c
MCM7	positive_c
TOMM40	positive_c
GAGE13	positive_c
RPL13AP5	positive_c
KLC2	positive_c
MRPL40	positive_c
LINC00689	positive_c
HSP90AB1	positive_c
AUP1	positive_c
HMSD	positive_c
ZNF257	positive_c
PARM1	positive_c
EPPK1	positive_c
PSAPL1	positive_c
LRRC37A11P	positive_c
PIK3R4	positive_c
CHCHD2	positive_c
CENPH	positive_c
TMEM158	positive_c
SLC17A7	positive_c
PDAP1	positive_c
LOC100506178	positive_c
MFSD3	positive_c
LOC100506562	positive_c
C17ORF58	positive_c
LOC729059	positive_c
LEKR1	positive_c
PSMC3	positive_c
RPL28	positive_c
LRRC10B	positive_c
SLC16A10	positive_c
ERICH1	positive_c
C12ORF66	positive_c
GAGE2B	positive_c
HSD17B12	positive_c
CNTN6	positive_c
PPP2R5E	positive_c
ATXN2L	positive_c
HOMER1	positive_c
FAM92A1P2	positive_c
UQCRFS1	positive_c
MUC7	positive_c
GOT2	positive_c
C9ORF96	positive_c
METTL24	positive_c
PPP1R16A	positive_c
EIF5B	positive_c
LDOC1	positive_c
CYB561D2	positive_c
C6ORF10	positive_c
CDIP1	positive_c
LOC100506054	positive_c
LOC441728	positive_c
SLURP1	positive_c
HOXA13	positive_c
KCNK9	positive_c
TSPAN8	positive_c
C18ORF56	positive_c
CYP2U1	positive_c
ATG9B	positive_c
TOPBP1	positive_c
AFG3L2	positive_c
OR52B6	positive_c
POLR2L	positive_c
LOC653653	positive_c
HAUS1	positive_c
NOVA1	positive_c
ALKBH6	positive_c
ELP2	positive_c
PSAT1	positive_c
LOC100128554	positive_c
BRAF	positive_c
DOK7	positive_c
FLJ41423	positive_c
LINC00652	positive_c
FOXD4L5	positive_c
LOC100507474	positive_c
CSAG2	positive_c
CSAG3	positive_c
RPS14	positive_c
ZFP91	positive_c
YIPF4	positive_c
RUVBL2	positive_c
UBAC2	positive_c
OR10H1	positive_c
MIR4741	positive_c
DUSP28	positive_c
FAM156A	positive_c
C11ORF65	positive_c
FAM45A	positive_c
ZBTB12	positive_c
TEX13B	positive_c
CHAC1	positive_c
NUDT19	positive_c
DICER1-AS1	positive_c
RBMY1E	positive_c
NCBP1	positive_c
PCCB	positive_c
CRYBA2	positive_c
APOPT1	positive_c
SPAG1	positive_c
YIF1B	positive_c
POGK	positive_c
TTC1	positive_c
GADD45GIP1	positive_c
BOLL	positive_c
PKD1L3	positive_c
KRTAP20-4	positive_c
TRAPPC6B	positive_c
EYA2	positive_c
ZKSCAN5	positive_c
NDUFAF1	positive_c
LSM14A	positive_c
RAP1GAP	positive_c
RPS16	positive_c
LINC00163	positive_c
ABCC4	positive_c
HP07349	positive_c
VIPR2	positive_c
LOC100506125	positive_c
PSME2	positive_c
RBM3	positive_c
B3GNT9	positive_c
PTDSS1	positive_c
ZNF569	positive_c
SMARCAD1	positive_c
SLC25A52	positive_c
LINC00094	positive_c
MIR621	positive_c
DHX9	positive_c
LOC116437	positive_c
ADH5	positive_c
MRPS6	positive_c
RPL37	positive_c
MSANTD3	positive_c
FMR1	positive_c
STAG2	positive_c
LAMTOR1	positive_c
TMEM243	positive_c
CSTF2T	positive_c
FBXO43	positive_c
RPL13A	positive_c
GGCT	positive_c
ZNF597	positive_c
LOC727982	positive_c
DGAT2L7P	positive_c
NEK2	positive_c
BTBD17	positive_c
CDT1	positive_c
C5ORF58	positive_c
RCL1	positive_c
ZNF259	positive_c
RBMXL1	positive_c
C11ORF35	positive_c
LOC128322	positive_c
ZNF182	positive_c
PSMD8	positive_c
SF3B4	positive_c
SNAR-F	positive_c
DNAJB1	positive_c
LOC644656	positive_c
RPS10	positive_c
FUT10	positive_c
MED20	positive_c
C9ORF16	positive_c
SLC16A7	positive_c
NDUFA7	positive_c
NDUFS5	positive_c
MARCH1	positive_c
HSP90AA4P	positive_c
C2ORF44	positive_c
USP38	positive_c
ILF3-AS1	positive_c
MIR219-1	positive_c
LAMTOR3	positive_c
SUPV3L1	positive_c
IMMP1L	positive_c
RBM23	positive_c
DHFR	positive_c
MZB1	positive_c
CCS	positive_c
SNORA24	positive_c
C7ORF71	positive_c
PIGA	positive_c
MRPS27	positive_c
LOC100508408	positive_c
SLC38A5	positive_c
ZNF280B	positive_c
HCG4B	positive_c
SRP9	positive_c
GADL1	positive_c
HIGD1A	positive_c
ENY2	positive_c
EIF1AX	positive_c
ISOC2	positive_c
CCDC38	positive_c
NXF4	positive_c
RBMY1D	positive_c
FAM206A	positive_c
LOC148145	positive_c
CAHM	positive_c
SEC14L5	positive_c
PPP2R4	positive_c
MRPL55	positive_c
GCDH	positive_c
AGPAT5	positive_c
HIST2H3D	positive_c
EFTUD1P1	positive_c
IFT57	positive_c
RBMY1B	positive_c
SP5	positive_c
COL6A4P1	positive_c
ATP13A1	positive_c
ZNF876P	positive_c
MSRB1	positive_c
C19ORF54	positive_c
C12ORF44	positive_c
RPS19BP1	positive_c
E2F1	positive_c
TRAPPC2L	positive_c
NLRP5	positive_c
RBMY1J	positive_c
MYH6	positive_c
TMEM161A	positive_c
USP17L12	positive_c
LOC100507250	positive_c
FAM27C	positive_c
ZBTB3	positive_c
THNSL1	positive_c
MRPL20	positive_c
HIST1H2AI	positive_c
HIST1H2AC	positive_c
ZNF256	positive_c
LRRN4	positive_c
TTC8	positive_c
REREP3	positive_c
CNTF	positive_c
MIR3654	positive_c
FAF2	positive_c
CDK2	positive_c
CENPQ	positive_c
CRTAC1	positive_c
PIR-FIGF	positive_c
VARS	positive_c
LMAN2	positive_c
PITX1	positive_c
CHID1	positive_c
NCR3LG1	positive_c
STPG2	positive_c
GAD1	positive_c
LENEP	positive_c
PABPC1	positive_c
NTPCR	positive_c
TEX28	positive_c
LOC285540	positive_c
OR5M11	positive_c
SYT14L	positive_c
C4ORF6	positive_c
FAM173A	positive_c
MIR3648	positive_c
ZFAND4	positive_c
LOC728485	positive_c
LOC100128988	positive_c
TSGA13	positive_c
TCEB2	positive_c
POU5F1B	positive_c
GCLC	positive_c
C3ORF33	positive_c
GATAD2A	positive_c
C6ORF52	positive_c
INO80E	positive_c
PSMC6	positive_c
MOSPD1	positive_c
C11ORF58	positive_c
BPNT1	positive_c
VDAC1	positive_c
NKX3-2	positive_c
CTAGE4	positive_c
HMBOX1	positive_c
SMN2	positive_c
FONG	positive_c
UBQLN2	positive_c
CDK5	positive_c
TMEM108	positive_c
TOB1	positive_c
CLDN22	positive_c
MAATS1	positive_c
MTRF1L	positive_c
TMED10	positive_c
NFS1	positive_c
CCDC40	positive_c
NDUFAF3	positive_c
ANKRD34C	positive_c
TAF1	positive_c
KLK3	positive_c
DHX35	positive_c
ASPG	positive_c
FAM3D	positive_c
GINS1	positive_c
ZNF567	positive_c
GIPC1	positive_c
HSPH1	positive_c
CN5H6.4	positive_c
ACTN3	positive_c
SNW1	positive_c
RTKN	positive_c
JTB	positive_c
ZNF367	positive_c
U2AF1	positive_c
ALS2CR11	positive_c
NPTXR	positive_c
FOXO4	positive_c
TPTE2P1	positive_c
RGR	positive_c
GSR	positive_c
BCL7C	positive_c
OTX1	positive_c
NIPA2	positive_c
RBMY1F	positive_c
FER1L6	positive_c
LIPT1	positive_c
ENDOG	positive_c
ZNF98	positive_c
TM9SF3	positive_c
SPATA5L1	positive_c
ZNF214	positive_c
LOC595101	positive_c
FCRLB	positive_c
PIGX	positive_c
MGC2889	positive_c
SMG8	positive_c
LOC100510710	positive_c
HIST1H2BK	positive_c
SNORA57	positive_c
TUBB4B	positive_c
EFTUD1	positive_c
ZNF90	positive_c
SRGAP2	positive_c
HARBI1	positive_c
KRT222	positive_c
ALDH3A1	positive_c
ZNF771	positive_c
SLC4A2	positive_c
C7ORF62	positive_c
C19ORF48	positive_c
SUV39H1	positive_c
CITED1	positive_c
RNA45S5	positive_c
USP17L21	positive_c
ALDH3B1	positive_c
SUGT1P1	positive_c
FRYL	positive_c
MRPL13	positive_c
KCNN2	positive_c
BLOC1S3	positive_c
NSMAF	positive_c
RPS29	positive_c
OSGIN2	positive_c
NAP1L2	positive_c
TALDO1	positive_c
C14ORF2	positive_c
IFNLR1	positive_c
TMED3	positive_c
PDCD2	positive_c
FGF8	positive_c
RBMY1A1	positive_c
ADAMTS13	positive_c
UBFD1	positive_c
CLDN12	positive_c
TOMM6	positive_c
IDH1-AS1	positive_c
SLC35G5	positive_c
ALDH18A1	positive_c
RAE1	positive_c
HSPA4	positive_c
FLJ44006	positive_c
FAM46B	positive_c
MIR1224	positive_c
UQCRH	positive_c
CTAGE5	positive_c
SH2D6	positive_c
MDH2	positive_c
WNT3	positive_c
GAK	positive_c
SFR1	positive_c
NME1	positive_c
ANKRD20A11P	positive_c
NGFRAP1	positive_c
SLC35A4	positive_c
PDCL3	positive_c
FBXO36	positive_c
SSX6	positive_c
DCHS2	positive_c
CXORF57	positive_c
BHLHA15	positive_c
PPAN	positive_c
LGI1	positive_c
BATF2	positive_c
MIR4671	positive_c
XKRX	positive_c
SUPT4H1	positive_c
COX7B2	positive_c
ZBTB1	positive_c
YWHAB	positive_c
BTBD11	positive_c
IVNS1ABP	positive_c
DSPP	positive_c
ALG8	positive_c
GCC1	positive_c
MRFAP1L1	positive_c
LINC00162	positive_c
SRP72	positive_c
TMEM81	positive_c
KDM5B-AS1	positive_c
IL13RA2	positive_c
FMR1-AS1	positive_c
SLC25A19	positive_c
CCDC121	positive_c
FANCI	positive_c
ITPKA	positive_c
MAP7D2	positive_c
EME1	positive_c
GPKOW	positive_c
RPS15A	positive_c
DPY19L1	positive_c
RFWD2	positive_c
ZDHHC12	positive_c
DHODH	positive_c
SMN1	positive_c
SETD6	positive_c
MIR4751	positive_c
ARMC6	positive_c
NHEG1	positive_c
MRPS18A	positive_c
PLAA	positive_c
ACRV1	positive_c
LOC100129917	positive_c
OR2H2	positive_c
DTL	positive_c
DUX4	positive_c
SNHG16	positive_c
TXNL1	positive_c
BAI1	positive_c
COQ6	positive_c
SNX6	positive_c
MAGEA2	positive_c
VWC2	positive_c
TAS2R16	positive_c
ZNF599	positive_c
LOC100130921	positive_c
DESI2	positive_c
PIGH	positive_c
WAC-AS1	positive_c
TMEM254	positive_c
LOC100128593	positive_c
ISYNA1	positive_c
XPO6	positive_c
TXNRD3NB	positive_c
MIR4652	positive_c
SLC35C1	positive_c
OXCT2	positive_c
C8ORF86	positive_c
FAM83A	positive_c
MAGEA2B	positive_c
HMGB2	positive_c
OR4M1	positive_c
TAF1A	positive_c
TOMM22	positive_c
LRRC8D	positive_c
LINC00535	positive_c
HEATR5A	positive_c
LOC100507274	positive_c
FAM21A	positive_c
ZNF717	positive_c
ASPSCR1	positive_c
UQCR11	positive_c
SLC22A16	positive_c
IDH3A	positive_c
ZNF460	positive_c
ATP5J2-PTCD1	positive_c
TP53TG3C	positive_c
SLC6A3	positive_c
MRGPRX4	positive_c
LOC100507670	positive_c
KCTD8	positive_c
SPRNP1	positive_c
HIST1H2BG	positive_c
PTGES2	positive_c
LSM2	positive_c
LOC440905	positive_c
PCNXL3	positive_c
SPG21	positive_c
CDK5RAP1	positive_c
CALB2	positive_c
COPB1	positive_c
H2AFZ	positive_c
CSE1L	positive_c
LOC100132987	positive_c
C12ORF61	positive_c
LOC645249	positive_c
IL17RA	positive_c
PARD6B	positive_c
ACTR3C	positive_c
MAGEB1	positive_c
FAM156B	positive_c
ZNF750	positive_c
OSTCP1	positive_c
MAFG	positive_c
SLC39A3	positive_c
EIF2C2	positive_c
CCDC85B	positive_c
SNORA17	positive_c
TBC1D3P1-DHX40P1	positive_c
HRSP12	positive_c
DNAJC14	positive_c
SNORD88C	positive_c
LOC283693	positive_c
LOC644189	positive_c
PCOLCE2	positive_c
LOC100287852	positive_c
ALOXE3	positive_c
TKTL1	positive_c
THNSL2	positive_c
RBM15	positive_c
MED10	positive_c
MKS1	positive_c
FAM83G	positive_c
AHRR	positive_c
PGRMC1	positive_c
UQCRHL	positive_c
NEUROD2	positive_c
MIR2052	positive_c
ACVR1C	positive_c
GAGE7	positive_c
GSTO2	positive_c
MIR17HG	positive_c
DIRC2	positive_c
DDO	positive_c
B3GALNT2	positive_c
LOC100507391	positive_c
RFC4	positive_c
MOB2	positive_c
ANKRD16	positive_c
POMP	positive_c
OR4N2	positive_c
WDR12	positive_c
PRKDC	positive_c
FAM86B3P	positive_c
LOC100507427	positive_c
LOC100505555	positive_c
CLMP	positive_c
LDHAL6A	positive_c
RPGRIP1L	positive_c
STUB1	positive_c
CACNA1I	positive_c
C14ORF80	positive_c
PRAF2	positive_c
PPM1H	positive_c
PEX5L-AS2	positive_c
ADIG	positive_c
MDK	positive_c
FAM27E4P	positive_c
ZNF492	positive_c
CRNKL1	positive_c
APRT	positive_c
KLHL7-AS1	positive_c
LOC100507222	positive_c
CHTF8	positive_c
POLE2	positive_c
LONP1	positive_c
MRPL36	positive_c
GAGE12G	positive_c
CTAG2	positive_c
NTF4	positive_c
IGBP1P1	positive_c
LRFN5	positive_c
KCNK1	positive_c
COX7C	positive_c
DKFZP434F142	positive_c
USP9X	positive_c
RNF114	positive_c
CHRM4	positive_c
RAD23A	positive_c
CENPA	positive_c
RAB40AL	positive_c
C16ORF95	positive_c
NDUFB9	positive_c
C12ORF29	positive_c
HNRNPAB	positive_c
ACBD6	positive_c
UGT2A1	positive_c
MIR639	positive_c
NOP10	positive_c
C1ORF194	positive_c
POLR2J	positive_c
URM1	positive_c
ZNF696	positive_c
GAGE12F	positive_c
ALG1L	positive_c
C2ORF76	positive_c
RRP1	positive_c
MAL2	positive_c
RNASEH2A	positive_c
SCT	positive_c
C19ORF60	positive_c
LHX9	positive_c
SLC5A10	positive_c
WEE2	positive_c
KCNH5	positive_c
PSMD13	positive_c
MAD2L1BP	positive_c
PRR20A	positive_c
PRR20C	positive_c
PRR20B	positive_c
PRR20E	positive_c
PRR20D	positive_c
GAGE12C	positive_c
GAGE12E	positive_c
OR1J2	positive_c
PHPT1	positive_c
SEC31A	positive_c
CCL7	positive_c
OTOG	positive_c
DUSP2	positive_c
GPR6	positive_c
MRPS10	positive_c
DHRS4L1	positive_c
ACOT2	positive_c
MIR589	positive_c
SDR16C5	positive_c
GPR156	positive_c
PSMG4	positive_c
MUC22	positive_c
GAGE2A	positive_c
ISY1	positive_c
NUP98	positive_c
CHMP2A	positive_c
LCMT2	positive_c
KCNK17	positive_c
KCTD5	positive_c
ZNF280C	positive_c
N6AMT1	positive_c
FAM221A	positive_c
RPA3	positive_c
CPLX1	positive_c
COX5B	positive_c
LOC100507009	positive_c
RRN3	positive_c
PRR13	positive_c
LYRM9	positive_c
ZNF806	positive_c
RPS6KA6	positive_c
GAGE12D	positive_c
SLC9A3R1	positive_c
LOC100506813	positive_c
CNIH	positive_c
RAN	positive_c
PRKCSH	positive_c
MMD2	positive_c
SNORD96A	positive_c
CCDC87	positive_c
LOC100506161	positive_c
SSX4B	positive_c
FAM162A	positive_c
DNAH11	positive_c
MRP63	positive_c
SHISA3	positive_c
TACO1	positive_c
FLVCR1-AS1	positive_c
SLC16A1	positive_c
CYP1B1-AS1	positive_c
MIR3651	positive_c
RNASE10	positive_c
SDK2	positive_c
RRP8	positive_c
WDR77	positive_c
OPN1MW2	positive_c
LOC100505540	positive_c
STX3	positive_c
CGB2	positive_c
NABP2	positive_c
SKP2	positive_c
EAF2	positive_c
MIR943	positive_c
MRGPRG-AS1	positive_c
TYW3	positive_c
TMEM8A	positive_c
DNAI1	positive_c
MAPK10	positive_c
GBA	positive_c
UFC1	positive_c
PTRHD1	positive_c
CSMD3	positive_c
APTX	positive_c
C1ORF53	positive_c
ABCF1	positive_c
LCN10	positive_c
FGF18	positive_c
OR10A2	positive_c
NOL8	positive_c
TMED9	positive_c
SPRED2	positive_c
SNAPIN	positive_c
LINC00029	positive_c
UTF1	positive_c
CEBPG	positive_c
GPR144	positive_c
ATPBD4	positive_c
ATP10D	positive_c
NOL6	positive_c
RANBP1	positive_c
SOX14	positive_c
EXO1	positive_c
SNORD14B	positive_c
LOC100132731	positive_c
INTS2	positive_c
KRTAP22-2	positive_c
LINC00467	positive_c
SNORD78	positive_c
RAD23B	positive_c
MYEOV2	positive_c
MRPL21	positive_c
FKBP1A	positive_c
ADAM29	positive_c
BCAS1	positive_c
RPUSD2	positive_c
MMACHC	positive_c
BCCIP	positive_c
HOXD-AS1	positive_c
LOC728769	positive_c
NXF5	positive_c
GUCY2D	positive_c
ALG2	positive_c
UTP20	positive_c
STX18	positive_c
LOC100507599	positive_c
ZBTB37	positive_c
ANKRD65	positive_c
MIOX	positive_c
GAGE12I	positive_c
NAE1	positive_c
DHX15	positive_c
COPE	positive_c
RPL7A	positive_c
C8ORF59	positive_c
USP17L13	positive_c
C8ORF40	positive_c
LENG1	positive_c
TDRD5	positive_c
FAM50A	positive_c
EIF3H	positive_c
SEC24B-AS1	positive_c
SNORA84	positive_c
MRPL47	positive_c
PROK2	positive_c
PHF17	positive_c
MST4	positive_c
CHERP	positive_c
C18ORF21	positive_c
LOC100506473	positive_c
SEC23A	positive_c
POLD2	positive_c
STK4-AS1	positive_c
IFI27	positive_c
SLC25A16	positive_c
DDX49	positive_c
BEGAIN	positive_c
NUP93	positive_c
TMX1	positive_c
HIST1H2BF	positive_c
LOC100130899	positive_c
LMO4	positive_c
PIGT	positive_c
ABHD16B	positive_c
PAK4	positive_c
SCNN1B	positive_c
LOC100506532	positive_c
GABRA5	positive_c
PTP4A3	positive_c
ZNF506	positive_c
LRRN4CL	positive_c
PCNA-AS1	positive_c
LGALS13	positive_c
CENPN	positive_c
CCDC144C	positive_c
SCAND1	positive_c
MRPL24	positive_c
AQPEP	positive_c
SNHG10	positive_c
NDUFV3	positive_c
LYPD5	positive_c
IGKV1ORY-1	positive_c
CXORF56	positive_c
LOC100134229	positive_c
TYRP1	positive_c
LIN52	positive_c
CTAGE7P	positive_c
NAT14	positive_c
ERICH2	positive_c
LCN9	positive_c
CNTN4	positive_c
NDUFB6	positive_c
TCEAL2	positive_c
LOC100505948	positive_c
LOC550643	positive_c
LETM1	positive_c
FER1L5	positive_c
PCNA	positive_c
SPICE1	positive_c
MAGEB16	positive_c
MRPL30	positive_c
MSH3	positive_c
IMP4	positive_c
ZNF664-FAM101A	positive_c
FAM227B	positive_c
HYAL3	positive_c
C16ORF88	positive_c
TXNL4A	positive_c
LOC100287515	positive_c
DCK	positive_c
RNU6-1	positive_c
BCAN	positive_c
RRM1	positive_c
MIR4647	positive_c
C2ORF27B	positive_c
NKAPP1	positive_c
LOC730236	positive_c
BFSP1	positive_c
ACOT1	positive_c
BTG4	positive_c
BCL2L1	positive_c
C11ORF82	positive_c
TMEM183A	positive_c
DLX3	positive_c
SURF1	positive_c
TTPAL	positive_c
BTN3A1	positive_c
LRIT1	positive_c
UBE2T	positive_c
SEPT14	positive_c
SDR39U1	positive_c
NAP1L4	positive_c
ZNF473	positive_c
ACTL6A	positive_c
NDUFA13	positive_c
TXNL4B	positive_c
FLJ41200	positive_c
NDUFB5	positive_c
TMEM74B	positive_c
CDC42EP3	positive_c
SSR2	positive_c
C1ORF131	positive_c
OTUB2	positive_c
HOTTIP	positive_c
REPIN1	positive_c
DZANK1	positive_c
GLDN	positive_c
BLZF1	positive_c
FLJ45964	positive_c
DUX4L2	positive_c
ASNA1	positive_c
LOC440292	positive_c
SOD1	positive_c
NOLC1	positive_c
LOC51145	positive_c
LOC441461	positive_c
CXXC1	positive_c
CUTA	positive_c
OR7E12P	positive_c
UNCX	positive_c
NKRF	positive_c
LINC00698	positive_c
FDXR	positive_c
TP53TG3B	positive_c
TCEB3B	positive_c
CTAGE15P	positive_c
EEF1E1-MUTED	positive_c
TLX1	positive_c
EEF1E1	positive_c
FAM72B	positive_c
GEMIN5	positive_c
IKBIP	positive_c
RGS6	positive_c
SSX4	positive_c
RDH11	positive_c
PRIM2	positive_c
INHBA-AS1	positive_c
PHF8	positive_c
C3ORF38	positive_c
MIR1237	positive_c
LAMTOR4	positive_c
PEX11A	positive_c
FAM224B	positive_c
COX4I1	positive_c
DOLK	positive_c
C16ORF96	positive_c
OR4Q3	positive_c
MCCC2	positive_c
COQ3	positive_c
PDCD10	positive_c
NMRAL1	positive_c
SEC61A1	positive_c
RAB2B	positive_c
PIN4P1	positive_c
LOC100653166	positive_c
TIPRL	positive_c
ALKBH2	positive_c
LOC100652748	positive_c
RIC8A	positive_c
DUX4L5	positive_c
DUX4L3	positive_c
DUX4L6	positive_c
C11ORF74	positive_c
OAZ3	positive_c
IGFL4	positive_c
LOC100505776	positive_c
C11ORF85	positive_c
MIR3615	positive_c
LOC100131514	positive_c
RFC1	positive_c
TNNI3	positive_c
CDKN2AIP	positive_c
C11ORF91	positive_c
ASCL2	positive_c
LOC100129935	positive_c
ZNF227	positive_c
OR52N5	positive_c
MAST4-AS1	positive_c
TRAPPC2	positive_c
SNRNP27	positive_c
DNAJC9	positive_c
GPATCH2L	positive_c
WDR13	positive_c
OR5V1	positive_c
HRH3	positive_c
VPS25	positive_c
MEIOB	positive_c
DDX50	positive_c
ARL16	positive_c
LOC100652954	positive_c
LOC100506620	positive_c
YRDC	positive_c
ARHGEF19	positive_c
DUX2	positive_c
SLC25A43	positive_c
FAM160A1	positive_c
REXO4	positive_c
NOL7	positive_c
LOC375295	positive_c
GTF2A1L	positive_c
DNAH2	positive_c
SDCCAG3	positive_c
BZW2	positive_c
TIGD3	positive_c
MRAP	positive_c
ATIC	positive_c
ATF5	positive_c
TMEM180	positive_c
KIF24	positive_c
DPM3	positive_c
TMEM253	positive_c
PARD6G-AS1	positive_c
ATF6	positive_c
PRDM9	positive_c
PNKP	positive_c
ZCWPW1	positive_c
SHCBP1L	positive_c
ATP5H	positive_c
PSMC2	positive_c
OR51I1	positive_c
GORASP1	positive_c
LOC440354	positive_c
CCDC51	positive_c
C8ORF31	positive_c
SERTAD3	positive_c
RPS3A	positive_c
SLC39A6	positive_c
MIR3658	positive_c
FCF1	positive_c
OTUB1	positive_c
SARDH	positive_c
ADAM21P1	positive_c
C6ORF99	positive_c
GAGE4	positive_c
MRPS18C	positive_c
ZNF804B	positive_c
FAM224A	positive_c
MCM2	positive_c
PRDX3	positive_c
LOC100507336	positive_c
OXLD1	positive_c
CNPY3	positive_c
MCCC1	positive_c
PPP6C	positive_c
RIPPLY2	positive_c
FBL	positive_c
CFL1	positive_c
KLHL31	positive_c
SMPD5	positive_c
DEGS1	positive_c
CACYBP	positive_c
IER3IP1	positive_c
ZNF630	positive_c
TCEAL5	positive_c
GAGE6	positive_c
UBE2G2	positive_c
C19ORF81	positive_c
ELMOD2	positive_c
RPL35	positive_c
LOC283856	positive_c
CDKN2A	positive_c
EXD1	positive_c
USP17L10	positive_c
LYNX1	positive_c
NEU4	positive_c
TINF2	positive_c
PRDX4	positive_c
CHRDL1	positive_c
GTF2E1	positive_c
GAGE12J	positive_c
RPS6KA4	positive_c
OTOR	positive_c
TRIP13	positive_c
LGALS16	positive_c
LOC283692	positive_c
UBN1	positive_c
LOC100506271	positive_c
RPLP2	positive_c
TGS1	positive_c
ALG1	positive_c
ATRAID	positive_c
POLA2	positive_c
TMEM192	positive_c
ORC6	positive_c
LOC100128343	positive_c
C7ORF49	positive_c
RRP36	positive_c
SLC25A53	positive_c
GLRX2	positive_c
FAM19A2	positive_c
CSH1	positive_c
SECISBP2	positive_c
OCRL	positive_c
SSNA1	positive_c
SNORD81	positive_c
GAGE5	positive_c
RMND5A	positive_c
HTATSF1	positive_c
PEX19	positive_c
KIAA1967	positive_c
DHRS7	positive_c
ICT1	positive_c
CCDC71L	positive_c
RSL1D1	positive_c
CCDC176	positive_c
SPATA31A6	positive_c
VCY1B	positive_c
CXXC11	positive_c
ORC5	positive_c
ZBTB33	positive_c
HCAR1	positive_c
SNORA14B	positive_c
C10ORF62	positive_c
TUFM	positive_c
MRGPRE	positive_c
VEGFB	positive_c
LOC254559	positive_c
MRPL23	positive_c
LOC100129781	positive_c
ZNF75A	positive_c
SH3KBP1	positive_c
EMBP1	positive_c
LOC100505659	positive_c
VCY	positive_c
RPS21	positive_c
ATP5J	positive_c
OCIAD1	positive_c
SCAMP3	positive_c
TBC1D19	positive_c
STIM2	positive_c
BMP7	positive_c
SLC6A5	positive_c
HSF4	positive_c
LOC389043	positive_c
IARS	positive_c
DENR	positive_c
FAM155B	positive_c
CABLES1	positive_c
LOC100507346	positive_c
KIAA1045	positive_c
TCEANC	positive_c
LOC100507364	positive_c
TMEM216	positive_c
CGRRF1	positive_c
EAPP	positive_c
PDRG1	positive_c
OLIG2	positive_c
CALML3	positive_c
LOC100507387	positive_c
ARSH	positive_c
RHOBTB2	positive_c
G2E3	positive_c
MIR4721	positive_c
GABBR2	positive_c
LOC100133123	positive_c
LOC100287163	positive_c
KLK5	positive_c
CXORF22	positive_c
LOC100190940	positive_c
PERP	positive_c
GNG10	positive_c
AJAP1	positive_c
HIST1H2AD	positive_c
PUS7	positive_c
SLC9A7	positive_c
FAM20B	positive_c
COX18	positive_c
GLA	positive_c
UTP23	positive_c
ELK2AP	positive_c
HSD17B10	positive_c
HLA-F-AS1	positive_c
EXOC5	positive_c
IGBP1	positive_c
C16ORF59	positive_c
LINC00487	positive_c
IQCF3	positive_c
ISCA2	positive_c
MYCBP	positive_c
LOC100505549	positive_c
COG8	positive_c
C14ORF1	positive_c
ADM	positive_c
SLC25A15	positive_c
DDX18	positive_c
SHC3	positive_c
MGAM	positive_c
WFIKKN2	positive_c
GALNT7	positive_c
LHFPL3-AS2	positive_c
DCLRE1A	positive_c
LDHC	positive_c
SNRPG	positive_c
DBP	positive_c
HAR1B	positive_c
NPAS4	positive_c
HOTAIR	positive_c
HIST1H3D	positive_c
MICALCL	positive_c
LAMTOR2	positive_c
SNORD36A	positive_c
WDR3	positive_c
LINC00311	positive_c
TBL1X	positive_c
STRA13	positive_c
FRG1	positive_c
RYR1	positive_c
GSTO1	positive_c
DNAH10	positive_c
MGC16275	positive_c
MED6	positive_c
GAL	positive_c
PSIMCT-1	positive_c
SNORA52	positive_c
DNAJC25-GNG10	positive_c
LRRIQ3	positive_c
RPL39	positive_c
SPATA4	positive_c
CLRN2	positive_c
ALPL	positive_c
RBM38	positive_c
FOXF1-AS1	positive_c
CMC2	positive_c
NOL10	positive_c
MED28	positive_c
B4GALT7	positive_c
LINC00478	positive_c
SLC26A4-AS1	positive_c
TMEM189	positive_c
NAIF1	positive_c
HIST1H2AM	positive_c
TMED2	positive_c
ATP6V1G3	positive_c
WDR35	positive_c
ANO3	positive_c
SNRNP25	positive_c
DANCR	positive_c
RMI2	positive_c
LRRC6	positive_c
CMC1	positive_c
ERO1LB	positive_c
HOXC13	positive_c
MIRLET7BHG	positive_c
VRK1	positive_c
DLX6	positive_c
LOC100288728	positive_c
LOC100132831	positive_c
TMED10P1	positive_c
VANGL1	positive_c
MRPL2	positive_c
FAM166A	positive_c
LOC100506546	positive_c
NARS	positive_c
SPANXN1	positive_c
MCM3	positive_c
LOC100293044	positive_c
HIST1H3E	positive_c
